id товара;наименование;ссылка на товар;промо цена;регулярная цена;бренд
642122;Кофе Nescafe Gold растворимый сублимированный с добавлением натурального жареного молотого кофе, 750г;https://online.metro-cc.ru/products/nescafe-s-dobavleniem-naturalnogo-zharenogo-molotogo-gold-750g;1 599;2 399;NESCAFE
122743;Кофе Nescafe Gold растворимый сублимированный с добавлением натурального жареного молотого кофе, 900г;https://online.metro-cc.ru/products/kofe-nescafe-gold-rastvorimiy-sublimirovanniy-s-dobavleniem-naturalnogo-zharenogo-molotogo-kofe-900g;2 269;2 269;NESCAFE
407889;Кофе Bushido Original растворимый, 100г;https://online.metro-cc.ru/products/bushido-sublimirovannyj-original-100g;649;899;BUSHIDO
287768;RIOBA Кофе в зернах натуральный жареный 100% арабика Espresso, 1кг;https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-100-arabika-espresso-1kg;1 199;1 529;RIOBA
580564;Кофе Egoiste Arabica Premium натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/egoiste-v-zernah-naturalnyj-zharenyj-arabica-premium-1kg;1 499;2 099;EGOISTE
598958;Кофе Bushido Kodo растворимый, 95г;https://online.metro-cc.ru/products/bushido-v-kristallah-kodo-95g;649;989;BUSHIDO
112993;Кофе Egoiste трюфель крема в зернах, 1кг;https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-tryufel-krema-1kg;1 599;2 199;EGOISTE
427833;Кофе Lavazza Qualita Oro натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/v-zernah-lavazza-naturalnyj-zharenyj-qualita-oro-1kg;2 249;2 249;LAVAZZA
546341;Кофе Ambassador Nero Espresso Roast в зернах, 1кг;https://online.metro-cc.ru/products/ambassador-v-zernah-naturalnyj-zharenyj-nero-1kg;799;899;AMBASSADOR
287769;RIOBA Кофе в зернах натуральный жареный 80:20, 1кг;https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-gold-1kg;1 149;1 529;RIOBA
59002;Кофе Bushido Sensei молотый, 227г;https://online.metro-cc.ru/products/art-59002;739;739;BUSHIDO
59409;Кофе Fresco Arabica Solo в зернах, 1кг;https://online.metro-cc.ru/products/fresco-arabica-solo-v-zernah-1000-g;1 149;1 299;FRESCO
123742;Кофе Nescafe Classic растворимый порошкообразный с добавлением натурального жареного молотого кофе, 900г;https://online.metro-cc.ru/products/900g-nescafe-classic;1 299;1 819;NESCAFE
110546;Кофе Bushido Black Katana в зернах, 1кг;https://online.metro-cc.ru/products/kofe-zernovoj-bushido-black-katana-1000g;2 699;2 699;BUSHIDO
104561;Кофе Fresco Blend в зернах, 1кг;https://online.metro-cc.ru/products/fresco-blend-1000g;1 149;1 299;FRESCO
62828;Кофе Julius Meinl Президент классическая коллекция в зернах, 1кг;https://online.metro-cc.ru/products/julius-meinl-prezident-1000g;1 499;1 789;JULIUS MEINL
654819;Кофе Julius Meinl Espresso Premium Collection в зернах, 1кг;https://online.metro-cc.ru/products/v-zernah-julius-meinl-espresso-premium-kollekciya-1000g;1 799;1 989;JULIUS MEINL
654820;Кофе Julius Meinl Caffe Crema Intenso Trend Collection в зернах, 1кг;https://online.metro-cc.ru/products/v-zernah-julius-meinl-krema-intenso-trend-kollekciya-1000g;1 349;1 669;JULIUS MEINL
36574;Кофе Bushido Red Katana в зернах, 1кг;https://online.metro-cc.ru/products/bushido-red-1000g;2 199;2 199;BUSHIDO
287770;RIOBA Кофе в зернах натуральный жареный Silver, 1кг;https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-silver-1kg;1 049;1 449;RIOBA
665877;Кофе Ambassador Blue Label в зернах, 1кг;https://online.metro-cc.ru/products/ambassador-blue-label-zernovoj-1000-g;1 049;1 359;AMBASSADOR
230302;Кофе Monarch Original растворимый, 210г;https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-210g;499;729;MONARCH
133439;RIOBA Кофе в капсулах Dolce Gusto Capuccino 8 порций 16 капсул, 192г;https://online.metro-cc.ru/products/192g-kofe-v-kaps-rioba-dolce-gusto-cappuccino;379;519;RIOBA
365548;Кофе Alta Roma Espresso в зернах, 1кг;https://online.metro-cc.ru/products/kofe-alta-roma-espresso-v-zernakh-1kg;929;999;ALTA ROMA
224712;Кофе Monarch Intense растворимый, 95г;https://online.metro-cc.ru/products/95g-kofe-monarch-intense-rastvorimyy-st;289;359;MONARCH
230303;Кофе Monarch Original растворимый, 500г;https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-500g;1 149;1 699;MONARCH
59003;Кофе Bushido Sensei в зернах, 227г;https://online.metro-cc.ru/products/bushido-sensei-227g;699;699;BUSHIDO
654818;Кофе Julius Meinl Сaffe Crema Premium Collection в зернах, 1кг;https://online.metro-cc.ru/products/julius-meinl-krema-premium-1kg;1 699;2 089;JULIUS MEINL
224709;Кофе Monarch Original растворимый, 95г;https://online.metro-cc.ru/products/95g-kofe-monarch-original-rastvorimyy-st;289;359;MONARCH
44332;Кофе Egoiste Espresso в зернах, 1кг;https://online.metro-cc.ru/products/egoiste-espresso-1000g;1 599;2 349;EGOISTE
228292;Кофе Egoiste Truffle молотый, 250г;https://online.metro-cc.ru/products/250g-kofe-egoiste-truffle-molotyy;399;579;EGOISTE
133441;RIOBA Кофе в капсулах Dolce Gusto Latte Macciato 8 порций 16 капсул, 192г;https://online.metro-cc.ru/products/192g-kofe-v-kaps-rioba-dolce-gusto-latte-macc;399;519;RIOBA
619918;Кофе Nescafe Gold Barista растворимый сублимированный с добавлением натурального молотого кофе, 400г;https://online.metro-cc.ru/products/art-619918;1 249;1 859;NESCAFE
72533;Набор кофе в капсулах Coffesso для кофемашин Nespresso ассорти 50шт, 250г;https://online.metro-cc.ru/products/coffesso-nabor-v-kapsulah-50-sht-h-5-g;990;1 309;COFFESSO
8352;RIOBA Кофе в капсулах Dolce Gusto Americano 16шт, 112г;https://online.metro-cc.ru/products/rioba-dolce-gusto-americano-16sht;399;519;RIOBA
658721;Кофе Kimbo Caffe crema classico light в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-dolche-krem-1kg;1 599;1 909;KIMBO
32456;Кофе Lavazza Qualita Oro молотый, 250г;https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g;669;669;LAVAZZA
530966;RIOBA Кофе в капсулах Cremoso для кофемашин Nespresso 11шт, 55г;https://online.metro-cc.ru/products/rioba-dlya-kofemashin-cremoso-11x5g;229;329;RIOBA
228291;Кофе Egoiste Voyage в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-egoiste-voyage-v-zernah;1 699;2 219;EGOISTE
101497;Кофе Jardin Eclair в зернах, 1кг;https://online.metro-cc.ru/products/jardin-eclair-1000g;1 689;1 689;JARDIN
218718;Кофе Poetti Daily Mokka в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-mokka-v-zernah;999;1 149;POETTI
388183;Кофе Dallmayr Ethiopia в зернах, 500г;https://online.metro-cc.ru/products/molotyj-dallmayr-efiopiya-500g;1 099;1 419;DALLMAYR
508640;Кофе Egoiste Noir молотый, 250г;https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-250g;499;669;EGOISTE
224737;Кофе Monarch Original растворимый, 190г;https://online.metro-cc.ru/products/190g-kofe-monarch-original-rastvorimyy-st;499;659;MONARCH
228285;Кофе Egoiste Captain в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-egoiste-captain-v-zernah;1 699;2 329;EGOISTE
218712;Кофе Poetti Leggenda Original в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-original-v-zernah;1 399;1 669;POETTI
395462;Кофе Julius Meinl Президент в зернах, 500г;https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-500g;749;889;JULIUS MEINL
637204;Кофе в капсулах L’or Espresso Forza для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/l-rsquoor-espr-forza-52-g;379;399;L'OR
102232;Кофе Ambassador Gold Label в зернах, 1кг;https://online.metro-cc.ru/products/ambassador-gold-label-v-zernah-1000g;1 029;1 089;AMBASSADOR
586897;Кофе Lavazza Crema e Aroma натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/lavazza-v-zernah-naturalnyj-zharenyj-crema-e-aroma-1kg;2 199;2 199;LAVAZZA
119136;Кофе в капсулах Jardin Vanillia Rich&Sweet для кофемашин Nespresso 10шт, 50г;https://online.metro-cc.ru/products/10h5g-jardin-vanillia;279;399;JARDIN
104610;Кофе Julius Meinl Юбилейный классическая коллекция в зернах, 1кг;https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-1000g;1 599;1 869;JULIUS MEINL
243439;Кофе Monarch Gold растворимый, 500г;https://online.metro-cc.ru/products/kofe-monarch-gold-rastvorimyy-500g;1 199;1 549;MONARCH
218719;Кофе Poetti Daily Classic Crema в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-classic-crema-v-zernah;1 119;1 339;POETTI
218720;Кофе Poetti Daily Arabica в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-arabica-v-zernah;1 299;1 399;POETTI
530964;RIOBA Кофе в капсулах Decaffeinato без кофеина для кофемашин Nespresso 11шт, 55г;https://online.metro-cc.ru/products/rioba-dlya-kofemashin-decaffein-11x5g;229;329;RIOBA
32459;Кофе Lavazza Crema e Gusto Classico молотый, 250г;https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-crema-e-gusto-250g;469;469;LAVAZZA
218714;Кофе Poetti Leggenda Ruby в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-ruby-v-zernah;1 399;1 669;POETTI
636528;Кофе Egoiste Velvet молотый, 200г;https://online.metro-cc.ru/products/egoiste-velvet-200g;429;569;EGOISTE
221908;Кофе в капсулах Lebo Espresso Collection для кофемашин Nespresso 40шт, 220г;https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-collection-banka;1 190;1 419;LEBO
530965;RIOBA Кофе в капсулах Armonioso для кофемашин Nespresso 11шт, 55г;https://online.metro-cc.ru/products/rioba-dlya-kofemashin-armonioso-10x5g;229;329;RIOBA
112992;Кофе Egoiste гранд крю в зернах, 1кг;https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-grand-kryu-1kg;1 899;2 399;EGOISTE
530967;RIOBA Кофе в капсулах Forte для кофемашин Nespresso 11шт, 55г;https://online.metro-cc.ru/products/rioba-dlya-kofemashin-forte-11x5g;229;329;RIOBA
238564;Напиток кофейный Monarch Classic 3в1 растворимый (13.5г x 50шт), 675г;https://online.metro-cc.ru/products/napitok-kofeynyy-monarch-classic-3v1-rastvorimyy-135g-x-50sht-675g;589;939;MONARCH
226399;Кофе Московская кофейня на паяхъ Арабика растворимый сублимированный, 95г;https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-arabika-95g;361;549;МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ
632120;aro Кофе растворимый сублимированный, 900г;https://online.metro-cc.ru/products/aro-sublimirovannyj-900g;1 469;1 469;ARO
530968;RIOBA Кофе в капсулах Delicato для кофемашин Nespresso 11шт, 55г;https://online.metro-cc.ru/products/rioba-dlya-kofemashin-delicato-10x5g;229;329;RIOBA
241844;Кофе в капсулах Coffesso Capuccino Crema для кофемашин Dolce Gusto 16шт, 192г;https://online.metro-cc.ru/products/8shth8g8shth16g-kofe-coffesso-sappuccino-crema-kapsuly;459;559;COFFESSO
70170;Кофе Nescafe Classic растворимый, 190г;https://online.metro-cc.ru/products/nescafe-classic-paket-190g;293;293;NESCAFE
226465;Кофе Alta Roma Vero в зернах, 1кг;https://online.metro-cc.ru/products/kofe-alta-roma-vero-v-zernakh-1kg;1 299;1 379;ALTA ROMA
218639;Кофе Nescafe Classic Crema растворимый, 190г;https://online.metro-cc.ru/products/190g-kofe-nescafe-classic-crema-rastvorimyy-st-banka;369;419;NESCAFE
228295;Кофе Egoiste Truffle растворимый сублимированный, 95г;https://online.metro-cc.ru/products/kofe-egoiste-truffle-rastvorimyy-sublimirovannyy-95g;999;999;EGOISTE
439335;Кофе Fresco Arabica Solo растворимый, 100г;https://online.metro-cc.ru/products/fresco-arabika-100g;269;319;FRESCO
147698;aro Кофе растворимый сублимированный, 80г;https://online.metro-cc.ru/products/sublimirovannyj-aro-80g;189;189;ARO
8359;RIOBA Кофе в капсулах Dolce Gusto Grande Intenso 16шт, 112г;https://online.metro-cc.ru/products/rioba-dolce-gusto-grande-intenso-16sht;399;519;RIOBA
226341;Кофе Lebo Classic в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-lebo-classic-v-zernah;1 190;1 259;LEBO
230300;Кофе Monarch Velour растворимый, 95г;https://online.metro-cc.ru/products/kofe-monarch-velour-rastvorimyy-95g;269;295;MONARCH
561302;Кофе Jardin Americano Crema в зернах, 1кг;https://online.metro-cc.ru/products/jardin-americano-crema-1000-g;1 409;1 409;JARDIN
260443;Кофе Carte Noire Instinct растворимый, 95г;https://online.metro-cc.ru/products/art-260443;449;449;CARTE NOIRE
508637;Кофе Bushido Red Katana растворимый сублимированный, 100г;https://online.metro-cc.ru/products/art-508637;1 029;1 029;BUSHIDO
226397;Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный, 95г;https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-suare-95g;269;399;МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ
629014;Кофе Kimbo Aroma Gold Arabica в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-v-zernah-aroma-gold-arabica-1kg;2 199;2 629;KIMBO
224735;Кофе Monarch карамель растворимый, 95г;https://online.metro-cc.ru/products/95g-kofe-monarch-karamel-rastvorimyy-st;369;399;MONARCH
59004;Кофе Bushido Red Katana молотый, 227г;https://online.metro-cc.ru/products/art-59004;669;669;BUSHIDO
228781;Кофе Fresco Liberty в зернах, 900г;https://online.metro-cc.ru/products/900g-kofe-fresco-liberty-zerno;899;1 189;FRESCO
227973;Кофе Fresco Arabica blend молотый, 250г;https://online.metro-cc.ru/products/kofe-fresco-arabica-blend-molotyy-250g;299;339;FRESCO
221909;Кофе в капсулах Lebo Espresso Crema для кофемашин Nespresso 40 шт, 220г;https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-crema-banka;1 190;1 259;LEBO
221904;Кофе в капсулах Carraro Ristretto для кофемашин Nespresso 10шт, 55г;https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-ristretto;369;439;CARRARO
72873;Кофе Egoiste Double Espresso, 100г;https://online.metro-cc.ru/products/egoiste-double-espresso-100g;429;649;EGOISTE
611606;Кофе Illy средней обжарки в зернах, 250г;https://online.metro-cc.ru/products/v-zernah-illy-srednej-obzharki-250g;1 149;1 149;ILLY
59575;Кофе Illy Etiopia arabica selection в зернах, 250г;https://online.metro-cc.ru/products/illy-arabika-selekshen-efiopiya-250-g;1 149;1 149;ILLY
133726;Напиток кофейный Nescafe Mild 3в1 20 пакетиков, 290г;https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-myagkij;249;309;NESCAFE
123862;Кофе Kimbo Caffe Crema Dolce Medium в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kimbo-caffe-crema-dolce-medium;1 999;2 159;KIMBO
44940;Кофе Dallmayr Espresso d`Oro в зернах, 1кг;https://online.metro-cc.ru/products/art-44940;1 889;2 359;DALLMAYR
218716;Кофе Poetti Leggenda Oro в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-oro-v-zernah;1 399;1 669;POETTI
231688;Кофе Torabika капучино растворимый (25.5г x 20шт), 510г;https://online.metro-cc.ru/products/20shtx255g-kofe-torabica-kapuchino-rastvorimyy;329;349;TORABIKA
226340;Кофе Lebo Extra в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-lebo-extra-v-zernah;1 190;1 419;LEBO
599512;Кофе Ambassador Platinum в зернах, 1кг;https://online.metro-cc.ru/products/ambassador-naturalnyj-zharenyj-platinum-1kg;999;1 189;AMBASSADOR
57058;Напиток кофейный MacCoffee The Original coffee mix 3 в 1 растворимый 100 пакетиков, 2кг;https://online.metro-cc.ru/products/maccoffee-napitok-kofejnyj-porcionnyj-the-original-coffee-mix-3v1-100-20g;1 349;1 429;MACCOFFEE
215682;Кофе Jardin Oro в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-jardin-original-oro-zernovoy;1 699;1 699;JARDIN
70176;Кофе Nescafe Classic растворимый, 500г;https://online.metro-cc.ru/products/nescafe-classic-paket-500g;699;949;NESCAFE
531031;Кофе Alta Roma Intenso в зернах, 1кг;https://online.metro-cc.ru/products/kofe-alta-roma-intenso-v-zernakh-1kg;1 269;1 339;ALTA ROMA
376494;Кофе Kimbo Extra Cream в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-extra-cream-v-zernah-1-kg;1 699;1 789;KIMBO
528358;Кофе Bushido Black Katana растворимый, 100г;https://online.metro-cc.ru/products/bushido-sublimirovannyj-black-katana-100g;1 039;1 039;BUSHIDO
235414;Кофе Miscela D'Oro Espresso Gran Crema в зернах, 1кг;https://online.metro-cc.ru/products/kofe-miscela-doro-espresso-gran-crema-v-zernah-1kg;2 499;2 649;MISCELA D'ORO
245277;Кофе Fresco Espresso Italiano зерновой, 900г;https://online.metro-cc.ru/products/kofe-fresco-espresso-italiano-zernovoy-900g;949;1 049;FRESCO
598959;Кофе Egoiste Noir растворимый сублимированный, 100г;https://online.metro-cc.ru/products/egoiste-sublimirovannyj-noir-100g;469;599;EGOISTE
553579;Кофе Egoiste Espresso натуральный молотый жареный, 250г;https://online.metro-cc.ru/products/art-553579;499;499;EGOISTE
60434;Кофе Kimbo Integrity Bio в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-integrity-bio-1-kg;2 569;2 569;KIMBO
637203;Кофе в капсулах L’or Espresso Lungo Profondo для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/l-rsquoor-lungo-profondo-52-g;379;399;L'OR
238553;Кофе Monarch Original растворимый (1.8г x 30шт), 54г;https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-18g-x-30sht-54g;269;439;MONARCH
224739;Кофе Monarch Milligrano растворимый с добавлением молотого, 120г;https://online.metro-cc.ru/products/120g-kofe-monarch-miligrano-rastv-c-dob-molotogo;339;399;MONARCH
635596;Кофе Jardin Bravo Бразилия в зернах, 1кг;https://online.metro-cc.ru/products/jardin-bravo-braziliya-1kg;2 389;2 389;JARDIN
246067;Кофе Alta Roma Blend №3, 1кг;https://online.metro-cc.ru/products/1kg-kofe-alta-roma-blend-3-zernovoy;1 499;1 769;ALTA ROMA
223118;Кофе в капсулах Absolut Drive Latte Macchiato with caramel для кофемашин Dolce Gusto 16шт, 168г;https://online.metro-cc.ru/products/8shth6g8shth15g-kofe-absolut-latte-karamel-kapsuly-dg;419;469;ABSOLUT
526503;Кофе Fresco Arabica Doppio молотый в растворимом, 100г;https://online.metro-cc.ru/products/fresco-naturalnyj-s-dobavleniem-naturalnogo-zharenogo-molotogo-arabica-doppio-100g;269;319;FRESCO
232413;Кофе Жокей триумф растворимый (2г x 100шт), 200г;https://online.metro-cc.ru/products/100shth2g-kofe-zhokey-triumf-rastvorimyy;709;709;ЖОКЕЙ
469363;Кофе Jardin Guatemala Atitlan натуральный растворимый, 95г;https://online.metro-cc.ru/products/jardin-guatemala-atitlan-naturalnyj-95-g;251;251;JARDIN
228232;Кофе Piazza del Caffe Espresso Forte в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-piazza-del-caffe-espresso-forte-zerno;1 179;1 179;PIAZZA DEL CAFFE
133724;Напиток кофейный Nescafe Classic 3в1 20 пакетиков, 290г;https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-klassik;249;309;NESCAFE
629008;Кофе Kimbo Intenso в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-intenso-1kg;1 399;1 609;KIMBO
75973;Кофе Bushido Specialty молотый, 227г;https://online.metro-cc.ru/products/art-75973;599;739;BUSHIDO
75962;Кофе Bushido Specialty в зернах, 227г;https://online.metro-cc.ru/products/bushido-specialty-227g-75962;639;739;BUSHIDO
44941;Кофе Dallmayr Crema Prodomo в зернах, 1кг;https://online.metro-cc.ru/products/dallmayr-crema-prodomo-v-zernah-1000-g;1 999;2 419;DALLMAYR
508641;Кофе Egoiste Noir в зернах, 250г;https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-v-zernah-noir-250g;499;669;EGOISTE
530969;RIOBA Кофе в капсулах Intenso для кофемашин Nespresso 11шт, 55г;https://online.metro-cc.ru/products/rioba-dlya-kofemashin-intenso-11x5g;229;329;RIOBA
75654;Кофе Carte Noire Original растворимый сублимированный, 190г;https://online.metro-cc.ru/products/carte-noire-sublimirovannyj-original-190g;949;999;CARTE NOIRE
236657;Кофе Monarch Original жареный в зернах, 800г;https://online.metro-cc.ru/products/800g-kofe-monarch-original-zharenyy-v-zyornah;1 299;1 499;MONARCH
227971;Кофе Fresco Arabica blend растворимый, 190г;https://online.metro-cc.ru/products/kofe-fresco-arabica-blend-rastvorimyy-190g;449;529;FRESCO
494570;Кофе Jardin Colombia Supremo натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-colombia-supremo-1kg;1 809;1 809;JARDIN
376496;Кофе Kimbo Superior Blend натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-v-zernah-naturalnyj-zharenyj-superior-blend-1kg;1 899;2 099;KIMBO
373046;Кофе Жокей По-восточному молотый натуральный жареный, 250г;https://online.metro-cc.ru/products/art-373046;289;289;ЖОКЕЙ
238565;Напиток кофейный Monarch Strong 3в1 растворимый (13г x 50шт), 650г;https://online.metro-cc.ru/products/napitok-kofeynyy-monarch-strong-3v1-rastvorimyy-13g-x-50sht-650g;589;939;MONARCH
119138;Кофе в капсулах Jardin Andante Strong&Velvet для кофемашин Nespresso 10шт, 50г;https://online.metro-cc.ru/products/10h5g-jardin-andante;279;399;JARDIN
119139;Кофе в капсулах Jardin Ristretto Intense&Full Bodied для кофемашин Nespresso 10шт, 50г;https://online.metro-cc.ru/products/10h5g-jardin-ristretto;279;399;JARDIN
234392;Кофе Julius Meinl без кофеина зерновой, 500г;https://online.metro-cc.ru/products/kofe-julius-meinl-bez-kofeina-zernovoy-500g;1 779;1 779;JULIUS MEINL
226333;Кофе в капсулах Carte Noire Colombia Origin для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/10shth52g-kofe-carte-noire-colombia-origin-v-kapsulah;379;449;CARTE NOIRE
226933;Кофе Carraro Cafe crema в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-carraro-caffe-crema-v-zernah;1 599;1 759;CARRARO
226347;Кофе Carte Noire Voyage au Bresil растворимый, 90г;https://online.metro-cc.ru/products/90g-kofe-carte-noire-voyage-au-bresil-rastvorimyy-stb;479;559;CARTE NOIRE
226467;Кофе Alta Roma Caffe Latte молотый, 250г;https://online.metro-cc.ru/products/kofe-alta-roma-caffe-latte-molotiy-250g;279;293;ALTA ROMA
469362;Кофе Jardin Colombia Medellin натуральный растворимый сублимированный, 95г;https://online.metro-cc.ru/products/jardin-naturalnyj-sublimirovannyj-colombia-medellin-95g;251;251;JARDIN
209740;Кофе Bushido Light Katana растворимый, 100г;https://online.metro-cc.ru/products/100g-kofe-bushido-light-katana-rastvorimyy;1 059;1 059;BUSHIDO
228811;Кофе Fort в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-fort-zerno;769;809;FORT
459852;Кофе Жокей Триумф растворимый сублимированный, 150г;https://online.metro-cc.ru/products/zhokej-sublimirovannyj-triumf-150g;289;309;ЖОКЕЙ
463833;Кофе Ambassador Platinum растворимый, 190г;https://online.metro-cc.ru/products/ambassador-platinum-190g;489;489;AMBASSADOR
469367;Кофе Jardin Kenya Kilimanjaro растворимый, 95г;https://online.metro-cc.ru/products/jardin-kenya-kilimanjaro-95-g;251;251;JARDIN
226342;Кофе Lebo Gold в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-lebo-gold-v-zernah;1 499;1 789;LEBO
298849;Кофе Dallmayr Prodomo жареный в зернах, 500г;https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-prodomo-500g;999;1 229;DALLMAYR
130173;Кофе Egoiste Double Espresso растворимый, 70г;https://online.metro-cc.ru/products/egoiste-double-espresso-70g;249;329;EGOISTE
604157;Кофе Nescafe Gold растворимый сублимированный, 500г;https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-500g;1 099;1 399;NESCAFE
221902;Кофе в капсулах Carraro Dolci arabica для кофемашин Nespresso 10шт, 55г;https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-dolci-arabica;369;439;CARRARO
33501;Кофе Nescafe Gold растворимый, 130г;https://online.metro-cc.ru/products/nescafe-gold-rastvorimyj-130g-paket;399;419;NESCAFE
246066;Кофе Alta Roma Blend №1, 1кг;https://online.metro-cc.ru/products/1kg-kofe-alta-roma-blend-1-zernovoy;1 399;1 529;ALTA ROMA
226934;Кофе Italco Espresso Italiano в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-italco-espresso-italiano-v-zernah;1 499;1 789;ITALCO
223097;Кофе в капсулах Absolut Drive Espresso Original для кофемашин Dolce Gusto16шт, 96г;https://online.metro-cc.ru/products/16shth6g-kofe-absolut-espresso-kapsuly-dg;419;469;ABSOLUT
246068;Кофе Alta Roma Blend №5, 1кг;https://online.metro-cc.ru/products/kofe-alta-roma-blend-5-1kg;1 369;1 499;ALTA ROMA
218717;Кофе Poetti Leggenda Espresso в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-espresso-v-zernah;1 399;1 669;POETTI
76036;Кофе в капсулах Jacobs Espresso №10 Intenso для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/jacobs-espresso-10-intenso-10sht;297;297;JACOBS
8486;RIOBA Кофе в капсулах Dolce Gusto Espresso 16шт, 112г;https://online.metro-cc.ru/products/rioba-dolce-gusto-espresso-16sht;399;519;RIOBA
235415;Кофе Miscela D'Oro Espresso Gusto Classico в зернах, 1кг;https://online.metro-cc.ru/products/kofe-miscela-doro-espresso-gusto-classico-v-zernah-1kg;2 399;2 749;MISCELA D'ORO
228238;Кофе Jardin Гватемала Атитлан растворимый, 75г;https://online.metro-cc.ru/products/75g-kofe-jardin-gvatemala-atitlan-rastvorimyy;242;242;JARDIN
221905;Кофе в капсулах Carraro Decerato для кофемашин Nespresso 10шт, 55г;https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-decerato;389;439;CARRARO
227974;Кофе Fresco Arabica solo молотый для чашек и турок, 250г;https://online.metro-cc.ru/products/kofe-fresco-arabica-solo-molotyy-dlya-chashek-i-turok-250g;299;329;FRESCO
119132;Кофе Жокей Ирландские сливки молотый, 150г;https://online.metro-cc.ru/products/150g-zhokej-irlandskie-slivki-mol;359;359;ЖОКЕЙ
228235;Кофе Jardin Gold растворимый, 190г;https://online.metro-cc.ru/products/190g-kofe-jardin-gold-rastvorimyy-stb;699;699;JARDIN
384608;Кофе Julius Meinl Юбилейный в зернах, 500г;https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-jubileum-500g;799;799;JULIUS MEINL
228231;Кофе Piazza del Caffe Crema Vellutata в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-piazza-del-caffe-crema-vellutata-zerno;1 239;1 239;PIAZZA DEL CAFFE
